"","numberOfEpisodes","Finalization","originalTitle","startYear","endYear","runtimeMinutes","averageRating","numVotes","genre","GenderMale","GenderFeMale"
"8584",19,0,"Detectorists",2014,0,30,8.6,6693,"comedy",4,1
"8585",12,0,"Odessa-mama",2012,0,40,7.1,14,"crime",2,3
"8586",85,1,"Tudo pela Audiência",2014,2016,60,6.8,22,"comedy",0,0
"8587",13,1,"Rush Hour",2016,2016,43,5.8,3179,"action",3,1
"8588",14,0,"Freak Out",2014,0,30,7.3,35,"comedy",2,3
"8589",12,0,"Rodina",2015,0,45,4.6,73,"drama",4,1
"8590",26,0,"Baron24",2014,0,24,2.8,5,"comedy",2,3
"8591",22,0,"The Pinkertons",2014,0,42,6.9,558,"crime",3,1
"8592",60,0,"Allí abajo",2015,0,60,6.9,357,"comedy",2,2
"8593",18,0,"Twin Peaks",2017,0,60,8.5,35434,"crime",2,2
"8594",92,0,"Serramoura",2014,0,60,7.7,27,"drama",2,2
"8595",62,0,"Crazy Ex-Girlfriend",2015,0,42,7.7,11315,"comedy",2,3
"8596",8,1,"Algo que celebrar",2015,2015,78,6.7,47,"comedy",2,2
"8597",9,0,"Queens of Drama",2015,0,30,6.5,37,"drama",0,0
"8598",39,0,"Os Homens São de Marte... E é pra Lá que Eu Vou",2014,0,30,6.2,10,"comedy",3,2
"8599",24,0,"Nemoj nikome reci",2015,0,30,8.2,112,"family",1,4
"8600",12,0,"Mata Hari",2016,0,60,6.6,190,"drama",2,3
"8601",36,0,"Your Worst Nightmare",2014,0,43,7.1,289,"crime",1,0
"8602",25,0,"Westside",2015,0,60,8.2,282,"comedy",3,2
"8603",13,0,"My Crazy Love",2014,0,30,8.1,27,"comedy",5,0
"8604",49,0,"Film Riot",2009,0,15,8.3,317,"comedy",0,0
"8605",11,0,"The New Yorker Presents",2015,0,30,6.4,350,"documentary",1,0
"8606",46,0,"24 Hours in Police Custody",2014,0,60,8,162,"documentary",0,0
"8607",10,1,"Incorporated",2016,2017,43,7.4,4356,"crime",2,2
"8608",36,0,"Shades of Blue",2016,0,60,7,8104,"crime",2,2
"8609",20,1,"Hai seukool",2014,2015,50,7.2,271,"drama",2,3
"8610",24,0,"Humans",2015,0,42,8,30126,"drama",2,3
"8611",15,0,"Instinct",2018,0,60,6.4,2600,"crime",3,1
"8612",13,0,"The Classic Car Show",2015,0,46,6.7,39,"history",0,0
"8613",45,1,"School of Rock",2016,2018,30,4.6,867,"comedy",2,2
"8614",26,1,"Lupin III",2015,2015,22,7.8,232,"action",4,0
"8615",12,0,"Between",2015,0,60,6,6796,"drama",3,1
"8616",16,0,"Tutti insieme all'improvviso",2015,0,50,6.9,8,"comedy",3,2
"8617",26,0,"Casa Manola",2014,0,60,6.4,5,"comedy",2,2
"8618",12,0,"Le mani dentro la citta'",2014,0,45,8.2,6,"action",3,1
"8619",34,1,"El ministerio del tiempo",2015,2017,70,8.3,2844,"adventure",2,2
"8620",24,0,"Hakol Holech",2014,0,70,5.5,18,"comedy",0,0
"8621",16,1,"Norskov",2015,2017,42,7.1,497,"crime",3,1
"8622",10,1,"Recovery Road",2016,2016,60,7.6,1073,"drama",2,3
"8623",55,0,"Shadowhunters: The Mortal Instruments",2016,0,42,6.6,39931,"action",3,1
"8624",23,1,"Scream Queens",2015,2016,45,7.1,29503,"comedy",0,4
"8625",8,1,"Sin City Saints",2015,2015,22,6.2,304,"comedy",3,1
"8626",16,0,"VHS: Vilões, Heróis e Sarrabulho",2012,0,20,4,62,"talk-show",0,0
"8627",8,0,"South of Hell",2015,0,60,5.5,1314,"drama",2,2
"8628",41,0,"PJ Masks",2015,0,24,6.6,385,"action",3,2
"8629",17,0,"Excitement",2013,0,17,7.9,11,"comedy",4,1
"8630",70,0,"Carnival Eats",2014,0,30,8.1,55,"family",0,0
"8631",12,0,"Torpederna",2014,0,45,7.7,782,"comedy",3,1
"8632",40,1,"We Love You, Mr. Jin",2012,2012,46,5.8,6,"comedy",3,2
"8633",13,0,"Permanent Roommates",2014,0,21,8.7,17176,"comedy",4,1
"8634",42,0,"Mr. Robot",2015,0,49,8.6,258256,"crime",2,2
"8635",39,1,"Dark Matter",2015,2017,42,7.5,33222,"adventure",2,2
"8636",12,1,"Stone Quackers",2014,2015,11,6.9,209,"animation",4,1
"8637",21,1,"Richie Rich",2015,2015,22,3.5,574,"comedy",2,2
"8638",29,0,"Lou biu, lei hou hea!",2014,0,45,7.9,7,"comedy",4,1
"8639",8,0,"Turbomodul",2014,0,21,7.8,77,"comedy",4,1
"8640",29,0,"Wrecked",2016,0,30,7.1,4210,"comedy",3,1
"8641",20,0,"Zheng hun qi shi",2014,0,60,3.9,15,"drama",1,4
"8642",20,0,"Ci wei nan hai",2013,0,45,6,5,"drama",3,2
"8643",26,1,"Still the King",2016,2017,22,5.7,404,"comedy",2,2
"8644",16,0,"Barinia: Food and People of the Mediterranean",2015,0,25,9.2,25,"documentary",0,0
"8645",12,0,"Barely Famous",2015,0,21,7.3,382,"comedy",0,5
"8646",73,0,"Guardians of the Galaxy",2015,0,22,7.5,2047,"action",3,1
"8647",42,0,"HaYehudim Baim",2014,0,24,8.1,95,"comedy",3,1
"8648",12,0,"Cuma'ya Kalsa",2010,0,60,5.6,16,"comedy",3,2
"8649",26,0,"Pirate Express",2015,0,22,7.7,15,"animation",4,0
"8650",24,0,"The Last Kingdom",2015,0,60,8.3,37165,"action",4,1
"8651",31,0,"Shooter",2016,0,60,7.6,21201,"action",2,2
"8652",8,1,"Best Time Ever with Neil Patrick Harris",2015,2015,60,6.2,1183,"comedy",1,1
"8653",13,0,"Secrets of the Bible",2015,0,50,6.3,52,"documentary",3,0
"8654",77,0,"Noin viikon uutiset",2014,0,22,8,81,"comedy",1,0
"8655",8,0,"Aidan Park: On the F List",2015,0,24,8.1,65,"comedy",4,1
"8656",30,1,"Ash vs Evil Dead",2015,2018,30,8.5,51410,"action",2,2
"8657",30,1,"Man Seeking Woman",2015,2017,21,7.7,8190,"comedy",2,2
"8658",47,0,"See No Evil",2014,0,43,8.3,226,"drama",4,1
"8659",16,0,"Get Spy",2015,0,44,8.1,29,"comedy",3,2
"8660",11,0,"Ttys",2015,0,30,7.2,6,"talk-show",0,0
"8661",12,0,"Glitch",2015,0,45,7.6,8584,"drama",1,3
"8662",18,0,"Unforgotten",2015,0,45,8.1,5107,"crime",3,1
"8663",18,0,"Okkupert",2015,0,45,7.7,5668,"drama",2,2
"8664",50,0,"The Suite Life of Karan & Kabir",2012,0,22,7.3,82,"comedy",2,3
"8665",12,0,"Czas honoru. Powstanie",2014,0,45,8.1,80,"drama",4,1
"8666",64,1,"Glukhar. Vozvrashchenie",2010,2010,45,7.4,23,"crime",3,2
"8667",10,0,"The Kicks",2015,0,27,7.1,413,"comedy",1,4
"8668",75,0,"Danger Mouse",2015,0,22,7.3,293,"action",5,0
"8669",20,0,"Blunt Talk",2015,0,30,7.5,3768,"comedy",3,1
"8670",14,0,"Keep It in the Family",2014,0,45,6.6,11,"comedy",0,0
"8671",50,0,"Millie Inbetween",2014,0,30,7.6,52,"comedy",1,3
"8672",12,0,"The Frankenstein Chronicles",2015,0,48,7.4,5806,"crime",4,0
"8673",36,0,"Colony",2016,0,42,7.4,20122,"action",3,1
"8674",19,0,"Zak Storm",2015,0,22,7.1,41,"action",3,2
"8675",19,0,"Stopy zivota",2014,0,58,6,6,"drama",2,3
"8676",21,0,"Squadra mobile",2015,0,50,7,19,"crime",3,1
"8677",28,0,"How to Be a Grown Up",2014,0,30,7.3,52,"comedy",2,2
"8678",20,0,"Betoolot",2014,0,45,7.8,122,"mystery",3,1
"8679",52,0,"Robin Hood: Mischief in Sherwood",2014,0,11,6.8,43,"adventure",5,0
"8680",16,0,"I Live with Models",2015,0,22,3,1039,"comedy",2,2
"8681",16,0,"Yeonae Malgo Gyeolhon",2014,0,65,7.8,421,"comedy",3,2
"8682",69,0,"Thronecast",2011,0,60,8,215,"talk-show",0,0
"8683",52,1,"Be Cool, Scooby-Doo!",2015,2018,23,6.4,1144,"animation",3,2
"8684",22,0,"The Real Housewives of Atlanta After Show",2014,0,31,6,7,"talk-show",0,0
"8685",48,1,"Glukhar 2. Prodolzhenie",2009,2009,44,7.5,21,"crime",3,2
"8686",27,0,"You & Me",2014,0,11,6.2,6,"family",5,0
"8687",10,1,"The Bastard Executioner",2015,2015,42,6.3,8424,"drama",2,2
"8688",10,1,"Jeff & Some Aliens",2017,2017,21,8.2,931,"animation",5,0
"8689",12,0,"Roringu garuzu",2014,0,23,6.3,52,"adventure",0,5
"8690",12,0,"Seiken Tsukai no World Break",2015,0,24,7.2,365,"action",1,4
"8691",22,0,"Shinmai Maou no Testament",2015,0,24,6.8,707,"action",2,3
"8692",51,0,"Dr. Wonder's Workshop",2007,0,30,4.8,9,"family",3,2
"8693",24,0,"Piratskattens hemlighet",2014,0,15,5.2,125,"family",1,4
"8694",14,0,"Simply Laura",2014,0,30,8.2,14,"family",0,0
"8695",29,0,"Holiday Baking Championship",2014,0,60,7.5,87,"family",0,0
"8696",8,0,"The Kettering Incident",2016,0,51,7,2422,"crime",3,1
"8697",20,0,"Outcast",2016,0,60,7.5,16029,"drama",3,1
"8698",24,0,"Ekaterina",2014,0,44,8.2,551,"biography",3,2
"8699",52,0,"Tashi",2014,0,11,5.3,13,"animation",3,2
"8700",27,1,"Amango",2007,2009,60,3.8,10,"family",2,3
"8701",10,0,"Yellowstone",2018,0,60,8.4,2356,"drama",3,1
"8702",20,0,"Misaeng",2014,0,60,8.7,485,"drama",4,1
"8703",13,1,"Titan: American Built",2014,2015,45,7.8,5,"drama",1,0
"8704",26,1,"The Vagina Diaries",2015,2016,40,7.5,8,"comedy",2,3
"8705",24,0,"Joulukalenteri: Porokuiskaajan arvoitus",2014,0,11,7.6,16,"adventure",3,2
"8706",8,0,"Portkod 1525",2014,0,20,6.5,196,"drama",1,2
"8707",43,0,"The Magicians",2015,0,60,7.5,30504,"drama",3,2
"8708",62,1,"Sala de Urgencias",2015,2015,53,7.5,17,"drama",3,2
"8709",56,1,"Ostorozno, Modern!",1996,1999,25,6.3,83,"comedy",2,0
"8710",35,0,"Those Who Can't",2016,0,30,7.2,909,"comedy",3,2
"8711",14,0,"Umbre",2014,0,45,9,4920,"crime",2,3
"8712",10,1,"Roadies",2016,2016,60,7.4,4461,"comedy",2,2
"8713",38,0,"Billions",2016,0,60,8.4,44997,"drama",2,2
"8714",12,0,"Ordinary Lies",2015,0,60,7.2,770,"drama",1,4
"8715",18,0,"Cabin Truckers",2015,0,30,6.8,5,"action",5,0
"8716",8,0,"Strike",2017,0,60,7.9,5084,"crime",3,2
"8717",11,0,"Krypton",2018,0,45,7.2,8069,"action",2,2
"8718",11,0,"Billy & Billie",2015,0,30,7.7,1129,"comedy",2,2
"8719",18,0,"Dix pour cent",2015,0,52,8.1,1467,"comedy",2,2
"8720",24,0,"Zwarte Tulp",2015,0,45,7.6,374,"drama",1,3
"8721",12,1,"React to That",2014,2015,22,2.5,130,"comedy",0,0
"8722",18,0,"World's Funniest Fails",2015,0,60,4.2,201,"comedy",0,0
"8723",31,0,"Atlanta",2016,0,30,8.6,31369,"comedy",4,1
"8724",16,0,"Fight of the Living Dead",1999,0,22,5.6,100,"sci-fi",2,0
"8725",22,0,"Chef's Table",2015,0,50,8.7,8621,"documentary",0,0
"8726",7,0,"Portugal, Um Retrato Social",2007,0,52,8.5,8,"documentary",1,0
"8727",51,0,"Toot the Tiny Tugboat",2014,0,11,6,9,"animation",2,3
"8728",20,0,"Divorce",2016,0,30,6.8,4761,"comedy",1,3
"8729",99,0,"Expedition Unknown",2015,0,60,8.4,1354,"adventure",2,0
"8730",24,0,"Verni moyu lyubov",2014,0,50,7.9,70,"drama",3,2
"8731",32,1,"The Carmichael Show",2015,2017,21,7.6,2298,"comedy",2,2
"8732",10,0,"Corner Shop Show",2014,0,60,8.3,43,"comedy",5,0
"8733",24,0,"Sibel & Max",2015,0,45,7.1,23,"comedy",2,2
"8734",70,0,"Bettys Diagnose",2015,0,45,7.2,40,"drama",1,4
"8735",7,0,"Black Market with Michael K. Williams",2016,0,30,8.2,340,"documentary",0,0
"8736",28,1,"Cista Desetka",2012,2013,50,5.4,17,"comedy",3,2
"8737",14,1,"Backstage",2015,2015,15,7.3,20,"comedy",2,2
"8738",25,1,"Now Hiring Hands",2011,2015,11,5.4,22,"comedy",2,3
"8739",14,0,"Les témoins",2014,0,52,7.3,1867,"crime",2,2
"8740",26,0,"Freaktown",2016,0,11,6.4,32,"animation",2,2
"8741",28,0,"Nina",2015,0,52,7.5,25,"comedy",2,2
"8742",30,1,"Odd Mom Out",2015,2017,22,6.9,1299,"comedy",2,3
"8743",12,0,"The Doll Web Series",2014,0,75,6.4,8,"comedy",3,2
"8744",26,0,"F Is for Family",2015,0,30,8,15775,"animation",2,2
"8745",13,0,"Familia en venta",2014,0,45,7.4,5,"comedy",2,3
"8746",24,0,"Egyxos",2014,0,30,7,20,"action",3,0
"8747",10,1,"Kevin from Work",2015,2015,21,6.6,1302,"comedy",2,2
"8748",10,1,"Damien",2016,2016,60,7,6539,"drama",2,2
"8749",28,1,"X Company",2015,2017,44,7.5,2372,"drama",3,1
"8750",36,0,"Vanity Fair Confidential",2015,0,60,7.7,137,"crime",1,0
"8751",20,0,"Kilmi, hilmi",2015,0,60,8.4,1971,"comedy",3,2
"8752",8,1,"Wet Hot American Summer: First Day of Camp",2015,2015,30,7.4,19742,"comedy",3,1
"8753",14,0,"Gangland Undercover",2015,0,42,8.3,2744,"biography",4,1
"8754",10,0,"Noord Zuid",2015,0,50,7.4,104,"crime",3,2
"8755",25,0,"Broke A$$ Game Show",2015,0,30,7.4,84,"comedy",1,1
"8756",39,0,"Heidi",2015,0,20,7,100,"adventure",3,2
"8757",33,0,"Game On",2015,0,30,2.8,139,"comedy",3,2
"8758",30,0,"Vorstadtweiber",2015,0,46,7.5,350,"comedy",2,3
"8759",25,0,"HaMidrasha",2015,0,44,7.1,242,"comedy",2,2
"8760",30,1,"Mel & Sue",2015,2015,60,4.2,29,"talk-show",0,0
"8761",20,0,"Mr. Mercedes",2017,0,60,8,7746,"thriller",4,0
"8762",42,0,"Paranormal Survivor",2015,0,41,6.3,327,"documentary",2,2
"8763",16,0,"Fangbone!",2014,0,23,5.7,174,"action",4,1
"8764",11,1,"Telenovela",2015,2016,30,6.9,2835,"comedy",2,2
"8765",26,1,"Criminal Minds: Beyond Borders",2016,2017,43,6.2,3826,"crime",3,1
"8766",24,0,"Au service de la France",2015,0,26,7.7,925,"comedy",4,0
"8767",30,0,"Better Things",2016,0,22,7.7,7568,"comedy",0,4
"8768",12,0,"Terrific Trucks",2016,0,22,6.3,23,"animation",3,2
"8769",17,0,"Bitch Please",2015,0,15,7.7,10,"comedy",3,2
"8770",24,0,"Catastrophe",2015,0,24,8.2,10080,"comedy",4,1
"8771",12,0,"The Mind of a Murderer",2015,0,60,6.2,127,"crime",3,1
"8772",8,0,"Mrs. Fitzgerald Is Missing",2017,0,21,6.8,9,"crime",2,3
"8773",8,0,"Goznak",2015,0,45,7.2,44,"crime",4,1
"8774",16,0,"Babylon Berlin",2017,0,45,8.5,5811,"crime",3,1
"8775",11,1,"Second Chance",2016,2016,42,7.6,10565,"drama",2,2
"8776",37,1,"Gamer's Guide to Pretty Much Everything",2015,2017,22,5.2,574,"adventure",3,1
"8777",32,0,"800 Words",2015,0,50,7.8,1004,"drama",2,2
"8778",25,0,"Let's Play",2014,0,20,6.4,12,"comedy",0,0
"8779",67,0,"Life in Pieces",2015,0,22,7.9,8768,"comedy",2,2
"8780",45,0,"Teacup Travels",2015,0,14,6.8,25,"drama",2,3
"8781",9,0,"Big Crazy Family Adventure",2015,0,60,8.1,37,"adventure",1,0
"8782",9,1,"Of Kings and Prophets",2016,2016,60,6.2,1335,"drama",3,1
"8783",13,0,"Daibajensu ivu: Misaki kuronikuru",2004,0,24,5.4,7,"animation",2,3
"8784",18,0,"Bannan",2014,0,30,7.9,19,"drama",4,1
"8785",26,0,"The Gifted",2017,0,43,7.7,20030,"action",2,2
"8786",20,1,"The Catch",2016,2017,43,7.2,8979,"crime",2,2
"8787",56,0,"Xploration Outer Space",2014,0,30,7.7,23,"documentary",0,0
"8788",52,0,"Que Talento!",2014,0,22,7.9,14,"comedy",2,3
"8789",37,0,"Operation Ouch!",2012,0,28,8.3,38,"animation",1,0
"8790",30,0,"Endangered Species",2014,0,22,6.3,27,"animation",2,1
"8791",10,0,"Clever Girl",2015,0,22,8.9,62,"crime",2,2
"8792",58,1,"Mermaid Melody Pichi Pichi Pitch",2003,2004,24,7.1,113,"animation",1,4
"8793",16,0,"Punch",2003,0,65,7.8,5,"drama",4,1
"8794",15,0,"Starkaus & Radzeviciaus keliones",2006,0,45,9.3,11,"adventure",0,0
"8795",7,0,"Wasted",2015,0,15,6.6,32,"comedy",3,1
"8796",21,0,"Eat Well for Less?",2015,0,60,6.8,47,"documentary",0,0
"8797",42,0,"Queen Sugar",2016,0,60,7.5,2871,"drama",2,2
"8798",22,0,"Born Again Virgin",2015,0,30,7.7,66,"comedy",1,3
"8799",24,0,"Dom s liliyami",2013,0,52,5.8,13,"drama",3,2
"8800",13,1,"Containment",2016,2016,60,7.3,8396,"drama",2,2
"8801",29,1,"The Real O'Neals",2016,2017,30,7,4463,"comedy",3,1
"8802",22,1,"Limitless",2015,2016,42,7.8,52121,"comedy",2,2
"8803",13,1,"Angel from Hell",2016,2016,30,6.2,2353,"comedy",2,2
"8804",8,1,"Uncle Buck",2016,2016,30,5,848,"comedy",3,2
"8805",24,0,"Mazhor",2014,0,60,7.9,676,"drama",4,1
"8806",10,1,"Blood & Oil",2015,2015,42,6.7,3760,"crime",3,1
"8807",12,1,"The Family",2016,2016,60,7.5,4267,"drama",1,3
"8808",57,1,"Quantico",2015,2018,42,6.7,52033,"crime",1,3
"8809",8,1,"Wicked City",2015,2015,42,6.6,2670,"crime",2,2
"8810",13,0,"W Wish",2004,0,12,1.9,8,"animation",2,3
"8811",18,0,"Bodyshockers",2014,0,60,6.8,20,"documentary",0,0
"8812",66,0,"To soi sou",2014,0,35,7.1,178,"comedy",2,3
"8813",10,0,"Patrouille Linkeroever",2016,0,30,5.1,40,"comedy",3,2
"8814",13,0,"Ex-Best",2015,0,59,8.1,11,"comedy",2,3
"8815",74,0,"El Chapulín Colorado",2015,0,11,7.9,50,"adventure",3,2
"8816",24,0,"Tusen år till julafton",2015,0,13,6.7,202,"family",2,3
"8817",8,0,"Nature",2015,0,21,6.4,16,"drama",4,1
"8818",9,0,"Deutschland 83",2015,0,42,8.2,7969,"drama",3,1
"8819",52,0,"GG13: The Haunted World of Claire Wilmenson",2013,0,30,7.5,23,"comedy",1,4
"8820",30,0,"Marriage Cuisine",2014,0,45,8.2,76,"comedy",3,2
"8821",13,1,"Doubt",2017,2017,42,5.3,1677,"drama",1,3
"8822",40,1,"Jeonseolui Manyeo",2014,2015,55,7.3,26,"drama",2,3
"8823",47,1,"Code Black",2015,2018,42,8.1,8707,"drama",3,1
"8824",13,1,"Cooper Barrett's Guide to Surviving Life",2016,2016,30,6.3,1369,"comedy",3,1
"8825",82,0,"Ruff-Ruff Tweet and Dave",2015,0,30,7.6,59,"family",3,1
"8826",10,0,"Así en el barrio como en el cielo",2015,0,44,7.5,14,"drama",3,2
"8827",84,0,"Blaze and the Monster Machines",2014,0,22,6,332,"action",4,0
"8828",12,0,"Finding Jesus: Faith. Fact. Forgery.",2015,0,60,5.2,238,"documentary",3,0
"8829",17,0,"The Wonder List with Bill Weir",2015,0,60,8.2,107,"adventure",0,0
"8830",47,0,"Alan Davies: As Yet Untitled",2014,0,60,7.3,281,"comedy",0,0
"8831",12,0,"Wolf Creek",2016,0,45,7.2,2920,"drama",3,2
"8832",26,0,"Street Food Around the World",2012,0,25,7.1,89,"documentary",0,0
"8833",36,0,"Legends & Lies",2015,0,60,7,235,"biography",2,0
"8834",22,1,"Grandfathered",2015,2016,22,7,5554,"comedy",2,2
"8835",44,1,"Rosewood",2015,2017,42,6.6,6056,"crime",1,3
"8836",50,0,"Sept nains et moi",2016,0,25,6.9,22,"animation",2,2
"8837",8,0,"High Profits",2015,0,42,8.2,320,"documentary",0,0
"8838",9,1,"The Player",2015,2015,60,7.1,6636,"action",3,1
"8839",68,0,"Blindspot",2015,0,42,7.5,55474,"action",2,2
"8840",24,0,"Blood and Water",2015,0,30,5.7,96,"crime",1,3
"8841",37,0,"Goldie and Bear",2015,0,24,6.8,269,"animation",1,3
"8842",56,0,"Superstore",2015,0,22,7.7,12604,"comedy",2,2
"8843",13,1,"Crowded",2016,2016,21,6.5,1752,"comedy",1,3
"8844",10,0,"Up North",2016,0,22,5.6,23,"comedy",4,1
"8845",10,1,"Truth Be Told",2015,2015,21,6,1264,"comedy",2,2
"8846",10,1,"Heartbeat",2016,2016,60,6.9,2583,"comedy",3,2
"8847",22,1,"The Grinder",2015,2016,21,7.2,6169,"comedy",2,2
"8848",8,0,"Wanted in Paradise",2015,0,60,7.1,9,"documentary",1,0
"8849",92,0,"Twirlywoos",2015,0,15,7.3,52,"animation",4,1
"8850",10,0,"The Story Behind",1996,0,60,6,8,"documentary",0,0
"8851",92,1,"El laberinto de Alicia",2014,2015,45,7.5,14,"drama",4,1
"8852",30,0,"Mann and Wife",2015,0,30,7.8,55,"comedy",4,1
"8853",57,0,"Stuck in the Middle",2016,0,30,5.9,1009,"comedy",1,3
"8854",16,0,"Lebowitz contre Lebowitz",2016,0,52,5.5,21,"comedy",1,3
"8855",8,1,"The Seventies",2015,2015,42,8.4,800,"documentary",0,0
"8856",41,0,"Unwrapped 2.0",2015,0,30,7.4,30,"documentary",0,0
"8857",16,0,"Taco Trip",2014,0,30,5.7,11,"family",0,0
"8858",17,0,"Pizza Masters",2014,0,30,7,21,"family",0,0
"8859",28,0,"Adam Green's Scary Sleepover",2015,0,60,7.5,42,"biography",0,0
"8860",53,0,"Shimmer and Shine",2015,0,30,5.7,229,"adventure",1,3
"8861",24,0,"Lovushka",2013,0,45,8,8,"crime",5,0
"8862",43,0,"FalconCast",2014,0,45,7,23,"comedy",5,0
"8863",42,1,"Make It Pop",2015,2016,30,5.2,448,"comedy",1,3
"8864",18,0,"Radiovizija",2014,0,26,9.4,5,"animation",0,0
"8865",12,1,"Hinnalla millä hyvänsä",2015,2015,45,6.5,32,"drama",2,3
"8866",65,0,"Les As de la Jungle à la Rescousse",2013,0,11,7.4,21,"adventure",0,0
"8867",53,0,"LoliRock",2014,0,26,7.4,190,"action",1,3
"8868",31,1,"Best Friends Whenever",2015,2016,21,5.7,1259,"comedy",2,2
"8869",12,0,"One Punch Man: Wanpanman",2015,0,24,9,66070,"action",5,0
"8870",7,0,"New Blood",2016,0,60,7.4,1847,"crime",3,1
"8871",10,0,"Block B - Unter Arrest",2015,0,45,7.4,24,"drama",0,5
"8872",20,0,"Falling Water",2016,0,60,6.5,2507,"drama",3,1
"8873",20,0,"Underground",2016,0,43,7.8,4099,"adventure",2,2
"8874",10,0,"NittiLeaks",2011,0,45,5.8,37,"talk-show",0,0
"8875",8,0,"Hissen: med Filip & Fredrik",2013,0,45,5.8,33,"talk-show",0,0
"8876",34,0,"Vis a vis",2015,0,53,8.3,2433,"drama",0,4
"8877",70,0,"Horvatovi",2015,0,50,5.2,93,"drama",4,1
"8878",13,0,"Yabanci: Hayati Kesfet",2015,0,26,7.6,16,"documentary",0,0
"8879",20,1,"Dickensian",2015,2016,60,7.5,2127,"drama",2,3
"8880",71,0,"Legends of Tomorrow",2016,0,42,6.9,70952,"action",2,2
"8881",37,0,"Hei, Lao Tou'er",2015,0,50,7.3,7,"drama",5,0
"8882",9,0,"Napamiehet",2015,0,22,6.5,24,"comedy",4,1
"8883",13,0,"Quero Ter 1 Milhão de Amigos",2015,0,26,5.5,11,"comedy",3,1
"8884",16,0,"Aenggeurimam",2015,0,70,7.6,223,"comedy",3,2
"8885",50,0,"What on Earth?",2015,0,44,5.8,298,"documentary",0,0
"8886",20,1,"Impastor",2015,2016,30,7.6,3315,"comedy",3,1
"8887",17,0,"The Truth About...",2015,0,60,6.4,68,"documentary",0,0
"8888",39,0,"Elena of Avalor",2016,0,24,6.7,681,"adventure",1,3
"8889",7,0,"Resident Advisors",2015,0,21,6.7,709,"comedy",1,3
"8890",10,0,"Knightfall",2017,0,60,6.5,7649,"action",4,0
"8891",44,0,"Wabbit: A Looney Tunes Production",2015,0,22,5.9,462,"animation",3,1
"8892",8,0,"Tattoo Tales",2015,0,29,7.7,7,"documentary",0,1
"8893",8,1,"Other Space",2015,2015,30,7.2,1922,"adventure",4,0
"8894",24,0,"Fauda",2015,0,60,8.1,6973,"action",3,1
"8895",10,0,"Six Degrees of Everything",2015,0,30,1.6,728,"comedy",3,0
"8896",10,0,"De schuur van Scheire",2015,0,50,7,10,"comedy",0,0
"8897",8,0,"Safe House",2015,0,45,6.5,1442,"crime",3,2
"8898",26,0,"Science Max: Experiments at Large",2015,0,30,8.2,11,"family",0,0
"8899",66,0,"Chhota Bheem",2008,0,15,4.6,223,"action",4,1
"8900",49,0,"Get Blake!",2015,0,22,5.5,47,"animation",3,1
"8901",35,0,"World's End",2015,0,30,7,58,"drama",3,1
"8902",25,0,"Stranger Things",2016,0,51,8.9,497520,"drama",2,2
"8903",8,0,"Mini Ninjas",2015,0,13,4.5,10,"animation",0,0
"8904",44,0,"Casual",2015,0,25,7.6,5664,"comedy",2,2
"8905",20,1,"Famous in Love",2017,2018,42,7.1,4465,"drama",2,2
"8906",19,0,"Byomkesh",2014,0,50,8,43,"thriller",4,1
"8907",40,1,"Merlí",2015,2018,58,8.7,3422,"comedy",3,1
"8908",25,0,"The Fever",2015,0,40,8.5,13,"crime",2,2
"8909",13,0,"The Clare Balding Show",2015,0,29,5.2,6,"talk-show",0,1
"8910",20,0,"Wild Things",2015,0,60,8.6,25,"family",0,0
"8911",18,0,"Lillemand",2015,0,25,7.4,114,"comedy",3,2
"8912",8,0,"Bullseye",2015,0,30,4.1,173,"action",0,1
"8913",22,0,"Cirque du Soleil: Luna Petunia",2016,0,22,6.4,32,"animation",2,3
"8914",22,0,"The Barber Lounge",2015,0,24,8.6,13,"biography",0,0
"8915",59,0,"Bunk'd",2015,0,30,5.6,1628,"comedy",1,3
"8916",8,0,"Bagels & Bubbels",2015,0,40,7.6,66,"drama",3,2
"8917",11,1,"The Get Down",2016,2017,52,8.4,18465,"drama",3,1
"8918",8,0,"Betnér Direkt",2012,0,45,5.5,13,"talk-show",0,0
"8919",24,0,"Hi-5 House",2013,0,22,7.7,17,"family",1,4
"8920",12,1,"Mercy Street",2016,2017,53,7.5,1988,"drama",3,1
"8921",16,0,"Modus",2015,0,45,6.7,2428,"crime",2,3
"8922",50,0,"Juodos kates",2015,0,21,8.4,7,"drama",4,1
"8923",10,0,"Doctor Foster",2015,0,60,7.8,8512,"drama",2,3
"8924",10,1,"The Alienist",2018,2018,60,7.8,17773,"drama",4,1
"8925",12,0,"Newzoids",2015,0,30,6.3,168,"animation",3,2
"8926",28,0,"Snupsters Race Mega Man",2013,0,60,7.5,15,"comedy",0,0
"8927",15,0,"Tin Star",2017,0,60,7.3,6144,"crime",1,4
"8928",9,0,"Carbon Dating",2015,0,54,8.1,36,"comedy",3,2
"8929",24,0,"Eikoku ikka, Nippon o taberu",2015,0,20,7.3,7,"animation",3,2
"8930",28,0,"Truth Serum with Aida Rodriguez",2015,0,55,6.4,5,"talk-show",0,0
"8931",11,0,"Major Lazer",2014,0,15,7.5,590,"action",3,1
"8932",16,0,"Walking Through History",2013,0,47,8,63,"documentary",0,0
"8933",69,0,"Snupsters Race Deranged",2014,0,60,7.3,9,"comedy",0,0
